episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_env_wait_ms,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/allreduce_latency,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
-51.75687022740886,-57.71099780464205,-53.57276045913809,999.0,4,1,4000,False,4,1,efaaac690d0b4e7fb8f4cdca67242023,2021-02-04_12-59-01,1612414741,41.674816370010376,41.674816370010376,562440,vll-davidfan,192.168.88.226,41.674816370010376,0,1,9755b_00000,"[-52.4207874925762, -57.71099780464205, -51.75687022740886, -52.402386311925255]","[999, 999, 999, 999]",1.028873300111404,0.10125150206207603,0.95902911069184,0.027716681230845853,8536.275,468.588,33133.523,120.724,1.464,4000,4000,11.155,56.063333333333325,0.0,0.2,8e-06,0.0675883813528344,-0.025556356646120548,0.288052401621826,0.60830617,0.004738196948892437,5.182909891009331,0.01
-51.75687022740886,-57.71099780464205,-53.79500373598583,999.0,4,1,8000,False,8,2,efaaac690d0b4e7fb8f4cdca67242023,2021-02-04_12-59-43,1612414783,41.883076667785645,83.55789303779602,562440,vll-davidfan,192.168.88.226,83.55789303779602,0,2,9755b_00000,"[-57.264089032263826, -52.86555688093859, -52.545081942211716, -53.394260195920204, -52.4207874925762, -57.71099780464205, -51.75687022740886, -52.402386311925255]","[999, 999, 999, 999, 999, 999, 999, 999]",1.046089788607246,0.10139132720710867,0.9616053850909874,0.027763781671702938,8687.209,460.447,33086.678,120.895,1.503,8000,8000,11.15,56.10166666666667,0.0,0.1,8e-06,-0.06033989490242675,-0.04149900400079787,0.06484999203530606,0.8634111,0.005129854329425143,5.177887141704559,0.01
-50.633571661360335,-62.050189289981645,-54.26881468871748,999.0,4,1,12000,False,12,3,efaaac690d0b4e7fb8f4cdca67242023,2021-02-04_13-00-25,1612414825,42.21486830711365,125.77276134490967,562440,vll-davidfan,192.168.88.226,125.77276134490967,0,3,9755b_00000,"[-53.59633814038931, -54.585647284991694, -50.633571661360335, -62.050189289981645, -52.4207874925762, -57.71099780464205, -51.75687022740886, -52.402386311925255, -57.264089032263826, -52.86555688093859, -52.545081942211716, -53.394260195920204]","[999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999]",1.0649947029729028,0.10170819977424633,0.9619114822659304,0.027808062007572364,8838.695,452.555,33080.316,120.918,1.503,12000,12000,11.091666666666667,56.12999999999999,0.0,0.1,8e-06,-0.07544037785555702,-0.049297181132715195,0.04922511301265331,0.9023857,0.00869958006660454,5.162571132183075,0.01
-50.633571661360335,-62.050189289981645,-54.117135052340444,999.0,4,1,16000,False,16,4,efaaac690d0b4e7fb8f4cdca67242023,2021-02-04_13-01-08,1612414868,42.70570230484009,168.47846364974976,562440,vll-davidfan,192.168.88.226,168.47846364974976,0,4,9755b_00000,"[-52.597200530210905, -56.540559723454194, -53.3900332587623, -52.12059106041003, -52.4207874925762, -57.71099780464205, -51.75687022740886, -52.402386311925255, -57.264089032263826, -52.86555688093859, -52.545081942211716, -53.394260195920204, -53.59633814038931, -54.585647284991694, -50.633571661360335, -62.050189289981645]","[999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999]",1.0750900907946455,0.10193353467957175,0.9631268180576689,0.027834721920506636,8865.217,451.202,33249.2,120.304,1.476,16000,16000,11.22459016393443,56.17868852459014,0.0,0.1,8e-06,-0.09154693295567995,-0.05666079578077188,0.03186866515534348,0.86453414,0.007187288843852002,5.153919622302055,0.01
-47.530899901894294,-62.050189289981645,-53.41694697861999,999.0,4,1,20000,False,20,5,efaaac690d0b4e7fb8f4cdca67242023,2021-02-04_13-01-49,1612414909,41.84377121925354,210.3222348690033,562440,vll-davidfan,192.168.88.226,210.3222348690033,0,5,9755b_00000,"[-47.530899901894294, -52.29689837482853, -48.39177875485474, -54.2452017033752, -52.4207874925762, -57.71099780464205, -51.75687022740886, -52.402386311925255, -57.264089032263826, -52.86555688093859, -52.545081942211716, -53.394260195920204, -53.59633814038931, -54.585647284991694, -50.633571661360335, -62.050189289981645, -52.597200530210905, -56.540559723454194, -53.3900332587623, -52.12059106041003]","[999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999]",1.0827378149398792,0.10215221513023287,0.9646228080250623,0.02785130439796506,8912.847,448.79,33146.398,120.677,1.47,20000,20000,11.226666666666667,56.19999999999998,0.0,0.1,8e-06,-0.06663233428844251,-0.055148227780591697,0.07768698005384067,0.8701173,0.010660937812644988,5.139368310570717,0.01
-47.530899901894294,-62.050189289981645,-53.69942464103135,999.0,4,1,24000,False,24,6,efaaac690d0b4e7fb8f4cdca67242023,2021-02-04_13-02-31,1612414951,41.62246298789978,251.94469785690308,562440,vll-davidfan,192.168.88.226,251.94469785690308,0,6,9755b_00000,"[-54.33637612502552, -53.03942244375845, -55.41770788747689, -57.65374535609163, -52.4207874925762, -57.71099780464205, -51.75687022740886, -52.402386311925255, -57.264089032263826, -52.86555688093859, -52.545081942211716, -53.394260195920204, -53.59633814038931, -54.585647284991694, -50.633571661360335, -62.050189289981645, -52.597200530210905, -56.540559723454194, -53.3900332587623, -52.12059106041003, -47.530899901894294, -52.29689837482853, -48.39177875485474, -54.2452017033752]","[999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999]",1.0876065971453441,0.10231793873100821,0.9651108484461054,0.02786438390115628,8894.613,449.71,33090.903,120.879,1.48,24000,24000,11.128813559322035,56.19999999999999,0.0,0.1,8e-06,-0.11825257842428982,-0.07688357506413013,0.017017866193782538,0.9457297,0.012973802193300799,5.1175316870212555,0.01
-47.530899901894294,-62.050189289981645,-53.54002414181586,999.0,4,1,28000,False,28,7,efaaac690d0b4e7fb8f4cdca67242023,2021-02-04_13-03-13,1612414993,41.74937629699707,293.69407415390015,562440,vll-davidfan,192.168.88.226,293.69407415390015,0,7,9755b_00000,"[-50.86761280435248, -55.309103268457875, -48.50145469949703, -55.6563138137846, -52.4207874925762, -57.71099780464205, -51.75687022740886, -52.402386311925255, -57.264089032263826, -52.86555688093859, -52.545081942211716, -53.394260195920204, -53.59633814038931, -54.585647284991694, -50.633571661360335, -62.050189289981645, -52.597200530210905, -56.540559723454194, -53.3900332587623, -52.12059106041003, -47.530899901894294, -52.29689837482853, -48.39177875485474, -54.2452017033752, -54.33637612502552, -53.03942244375845, -55.41770788747689, -57.65374535609163]","[999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999]",1.090360644068147,0.10244488933658072,0.965028124840982,0.027870658728019953,8861.845,451.373,33089.216,120.885,1.481,28000,28000,11.759999999999998,56.225000000000016,0.0,0.1,8e-06,-0.07527147998916917,-0.0530765617149882,0.05596745193179231,0.8998952,0.008638544066343457,5.104248985648155,0.01
-47.530899901894294,-62.050189289981645,-53.47730333683335,999.0,4,1,32000,False,32,8,efaaac690d0b4e7fb8f4cdca67242023,2021-02-04_13-03-55,1612415035,41.77750301361084,335.471577167511,562440,vll-davidfan,192.168.88.226,335.471577167511,0,8,9755b_00000,"[-51.23903051252431, -58.5115260497291, -51.05176205092, -51.35071219464955, -52.4207874925762, -57.71099780464205, -51.75687022740886, -52.402386311925255, -57.264089032263826, -52.86555688093859, -52.545081942211716, -53.394260195920204, -53.59633814038931, -54.585647284991694, -50.633571661360335, -62.050189289981645, -52.597200530210905, -56.540559723454194, -53.3900332587623, -52.12059106041003, -47.530899901894294, -52.29689837482853, -48.39177875485474, -54.2452017033752, -54.33637612502552, -53.03942244375845, -55.41770788747689, -57.65374535609163, -50.86761280435248, -55.309103268457875, -48.50145469949703, -55.6563138137846]","[999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999]",1.0922613808419088,0.10254957885105605,0.9651985645903883,0.02787456048413261,8863.701,451.279,33064.99,120.974,1.5,32000,32000,11.261016949152545,56.225423728813546,0.0,0.1,8e-06,-0.0908810008331784,-0.05816881894133985,0.03434883982845349,0.8471246,0.010813349814270623,5.096793860197067,0.01
-47.530899901894294,-62.050189289981645,-53.69650899940532,999.0,4,1,36000,False,36,9,efaaac690d0b4e7fb8f4cdca67242023,2021-02-04_13-04-37,1612415077,42.16833472251892,377.6399118900299,562440,vll-davidfan,192.168.88.226,377.6399118900299,0,9,9755b_00000,"[-55.73986286857067, -59.23072525354756, -51.47939159746465, -55.35063748034115, -52.4207874925762, -57.71099780464205, -51.75687022740886, -52.402386311925255, -57.264089032263826, -52.86555688093859, -52.545081942211716, -53.394260195920204, -53.59633814038931, -54.585647284991694, -50.633571661360335, -62.050189289981645, -52.597200530210905, -56.540559723454194, -53.3900332587623, -52.12059106041003, -47.530899901894294, -52.29689837482853, -48.39177875485474, -54.2452017033752, -54.33637612502552, -53.03942244375845, -55.41770788747689, -57.65374535609163, -50.86761280435248, -55.309103268457875, -48.50145469949703, -55.6563138137846, -51.23903051252431, -58.5115260497291, -51.05176205092, -51.35071219464955]","[999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999]",1.093925499013955,0.10265977223930571,0.9656943131549615,0.027881586562706815,8884.302,450.232,33070.466,120.954,1.492,36000,36000,11.237704918032785,56.19999999999998,0.0,0.1,8e-06,-0.1075112281832844,-0.07043230603449047,0.025238994163373718,0.8697988,0.011573829338885844,5.085579842329025,0.01
-47.530899901894294,-62.050189289981645,-53.591048041356586,999.0,4,1,40000,False,40,10,efaaac690d0b4e7fb8f4cdca67242023,2021-02-04_13-05-19,1612415119,42.305070638656616,419.9449825286865,562440,vll-davidfan,192.168.88.226,419.9449825286865,0,10,9755b_00000,"[-53.91682087457186, -52.420555786555255, -54.22916914447572, -50.001051870069176, -52.4207874925762, -57.71099780464205, -51.75687022740886, -52.402386311925255, -57.264089032263826, -52.86555688093859, -52.545081942211716, -53.394260195920204, -53.59633814038931, -54.585647284991694, -50.633571661360335, -62.050189289981645, -52.597200530210905, -56.540559723454194, -53.3900332587623, -52.12059106041003, -47.530899901894294, -52.29689837482853, -48.39177875485474, -54.2452017033752, -54.33637612502552, -53.03942244375845, -55.41770788747689, -57.65374535609163, -50.86761280435248, -55.309103268457875, -48.50145469949703, -55.6563138137846, -51.23903051252431, -58.5115260497291, -51.05176205092, -51.35071219464955, -55.73986286857067, -59.23072525354756, -51.47939159746465, -55.35063748034115]","[999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999]",1.0957325354749816,0.1027570193637215,0.965907448532851,0.027886148620530404,8895.898,449.645,33093.376,120.87,1.505,40000,40000,11.205000000000002,56.19999999999998,0.0,0.1,8e-06,-0.08799484342307551,-0.05436217335227411,0.032397932445746846,0.85365367,0.009643717959988862,5.079601377248764,0.01
