episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_env_wait_ms,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/allreduce_latency,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
134.64680588569286,118.29633075638307,123.56198503571281,899.0,4,1,4000,False,4,1,cb94940d68fa41a19e509b39f96f5bc7,2021-02-09_11-14-21,1612840461,39.17163610458374,39.17163610458374,2717702,vll-davidfan,192.168.88.226,39.17163610458374,0,1,cd718_00000,"[134.64680588569286, 121.90659796678581, 119.39820553398951, 118.29633075638307]","[899, 899, 899, 899]",0.8246795560860152,0.0801073911934309,0.9187466202602181,0.027441674546878417,7466.059,535.758,31700.779,126.18,1.312,4000,4000,10.333928571428572,74.28035714285714,0.0,0.2,8e-06,0.18122143391519785,-0.029701296938583255,0.5245073953410611,0.3843677,0.002737321248787339,5.187843531370163,0.01
135.80753556371965,118.29633075638307,128.3946023246184,899.0,4,1,8000,False,8,2,cb94940d68fa41a19e509b39f96f5bc7,2021-02-09_11-15-00,1612840500,39.12903928756714,78.30067539215088,2717702,vll-davidfan,192.168.88.226,78.30067539215088,0,2,cd718_00000,"[135.80753556371965, 130.54812782740075, 133.44888961049782, 133.10432545247764, 134.64680588569286, 121.90659796678581, 119.39820553398951, 118.29633075638307]","[899, 899, 899, 899, 899, 899, 899, 899]",0.8365707453964918,0.0800785013748918,0.91865808121631,0.027349076875889416,7554.116,529.513,31591.369,126.617,1.333,8000,8000,10.278571428571428,74.38392857142856,0.0,0.1,8e-06,0.19775128210312687,0.015408776816911995,0.46778793628618587,0.4080227,0.002721695904256194,5.182362526655197,0.01
138.52105691624445,118.29633075638307,128.82142461059553,899.0,5,1,12000,False,13,3,cb94940d68fa41a19e509b39f96f5bc7,2021-02-09_11-15-39,1612840539,38.836432695388794,117.13710808753967,2717702,vll-davidfan,192.168.88.226,117.13710808753967,0,3,cd718_00000,"[138.52105691624445, 124.16606322978862, 124.84655126405794, 137.12441044720725, 122.86361948349635, 134.64680588569286, 121.90659796678581, 119.39820553398951, 118.29633075638307, 135.80753556371965, 130.54812782740075, 133.44888961049782, 133.10432545247764]","[899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899]",0.8309418758283886,0.08011795317440229,0.9172416772346161,0.02727537330997611,7431.602,538.242,31609.161,126.546,1.345,12000,12000,10.317857142857141,74.39107142857142,0.0,0.05,8e-06,0.08723650364845525,-0.025543945463141426,0.32849277509376407,0.4797469,0.004619476774678333,5.169691637158394,0.01
138.52105691624445,118.29633075638307,128.1193439294257,899.0,4,1,16000,False,17,4,cb94940d68fa41a19e509b39f96f5bc7,2021-02-09_11-16-17,1612840577,38.40081739425659,155.53792548179626,2717702,vll-davidfan,192.168.88.226,155.53792548179626,0,4,cd718_00000,"[133.9110955569861, 120.2927009465307, 123.03070038643057, 126.11582997254784, 134.64680588569286, 121.90659796678581, 119.39820553398951, 118.29633075638307, 135.80753556371965, 130.54812782740075, 133.44888961049782, 133.10432545247764, 138.52105691624445, 124.16606322978862, 124.84655126405794, 137.12441044720725, 122.86361948349635]","[899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899]",0.8232207359897177,0.08006592906510937,0.91458225908341,0.027228608608027866,7297.252,548.152,31582.176,126.654,1.517,16000,16000,10.265454545454544,74.40181818181819,0.0,0.025,8e-06,0.02721931728592608,-0.026655084278900176,0.21074188922648318,0.63554204,0.004831016209209338,5.16173255443573,0.01
138.52105691624445,114.85890671251418,127.92018312553601,899.0,5,1,20000,False,22,5,cb94940d68fa41a19e509b39f96f5bc7,2021-02-09_11-16-56,1612840616,38.96977925300598,194.50770473480225,2717702,vll-davidfan,192.168.88.226,194.50770473480225,0,5,cd718_00000,"[126.26276014116169, 125.87895417941557, 131.22202567997468, 137.99253524848962, 114.85890671251418, 134.64680588569286, 121.90659796678581, 119.39820553398951, 118.29633075638307, 135.80753556371965, 130.54812782740075, 133.44888961049782, 133.10432545247764, 138.52105691624445, 124.16606322978862, 124.84655126405794, 137.12441044720725, 122.86361948349635, 133.9110955569861, 120.2927009465307, 123.03070038643057, 126.11582997254784]","[899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899]",0.8212454491669569,0.0801609618830438,0.9137576494950235,0.027205083708942937,7384.249,541.694,31512.204,126.935,1.469,20000,20000,10.27818181818182,74.4,0.0,0.0125,8e-06,0.0036017729435116053,-0.03444628785655368,0.17879563412134303,0.624011,0.006201203417731449,5.142726764082909,0.01
138.52105691624445,114.85890671251418,127.79551489654733,899.0,4,1,24000,False,26,6,cb94940d68fa41a19e509b39f96f5bc7,2021-02-09_11-17-34,1612840654,38.34525394439697,232.85295867919922,2717702,vll-davidfan,192.168.88.226,232.85295867919922,0,6,cd718_00000,"[117.19056327043239, 136.73929720594663, 122.81810137271961, 131.6913966993388, 134.64680588569286, 121.90659796678581, 119.39820553398951, 118.29633075638307, 135.80753556371965, 130.54812782740075, 133.44888961049782, 133.10432545247764, 138.52105691624445, 124.16606322978862, 124.84655126405794, 137.12441044720725, 122.86361948349635, 133.9110955569861, 120.2927009465307, 123.03070038643057, 126.11582997254784, 126.26276014116169, 125.87895417941557, 131.22202567997468, 137.99253524848962, 114.85890671251418]","[899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899]",0.8207985517160812,0.08029284029493808,0.9144736100343871,0.02721284803590634,7431.819,538.226,31371.942,127.502,1.449,24000,24000,10.56909090909091,74.40181818181819,0.0,0.0125,8e-06,-0.030370630833203904,-0.03901408409001306,0.11930591802229173,0.72813964,0.010028615812188946,5.113486737012863,0.01
138.52105691624445,114.85890671251418,127.30409916910261,899.0,5,1,28000,False,31,7,cb94940d68fa41a19e509b39f96f5bc7,2021-02-09_11-18-13,1612840693,38.78744173049927,271.6404004096985,2717702,vll-davidfan,192.168.88.226,271.6404004096985,0,7,cd718_00000,"[121.16678863351136, 124.27710294894915, 118.89410037381244, 131.6921377259566, 127.71355724972133, 134.64680588569286, 121.90659796678581, 119.39820553398951, 118.29633075638307, 135.80753556371965, 130.54812782740075, 133.44888961049782, 133.10432545247764, 138.52105691624445, 124.16606322978862, 124.84655126405794, 137.12441044720725, 122.86361948349635, 133.9110955569861, 120.2927009465307, 123.03070038643057, 126.11582997254784, 126.26276014116169, 125.87895417941557, 131.22202567997468, 137.99253524848962, 114.85890671251418, 117.19056327043239, 136.73929720594663, 122.81810137271961, 131.6913966993388]","[899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899]",0.8203235473475486,0.08040306505897582,0.9149685669710277,0.02720896021421932,7425.27,538.701,31375.446,127.488,1.426,28000,28000,10.772727272727273,74.43090909090908,0.0,0.0125,8e-06,-0.018231207504868507,-0.03610899623890873,0.1374190035785432,0.6599144,0.009732073958730325,5.095336884260178,0.01
143.76996540311242,114.85890671251418,127.83811385225626,899.0,4,1,32000,False,35,8,cb94940d68fa41a19e509b39f96f5bc7,2021-02-09_11-18-51,1612840731,38.17161154747009,309.8120119571686,2717702,vll-davidfan,192.168.88.226,309.8120119571686,0,8,cd718_00000,"[127.91771391113575, 143.76996540311242, 130.9124005666511, 125.30683070588887, 134.64680588569286, 121.90659796678581, 119.39820553398951, 118.29633075638307, 135.80753556371965, 130.54812782740075, 133.44888961049782, 133.10432545247764, 138.52105691624445, 124.16606322978862, 124.84655126405794, 137.12441044720725, 122.86361948349635, 133.9110955569861, 120.2927009465307, 123.03070038643057, 126.11582997254784, 126.26276014116169, 125.87895417941557, 131.22202567997468, 137.99253524848962, 114.85890671251418, 117.19056327043239, 136.73929720594663, 122.81810137271961, 131.6913966993388, 121.16678863351136, 124.27710294894915, 118.89410037381244, 131.6921377259566, 127.71355724972133]","[899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899]",0.8190557685519829,0.0804648340179872,0.9148851435907414,0.027207256473930765,7377.359,542.199,31344.11,127.616,1.415,32000,32000,10.345454545454546,74.48181818181818,0.0,0.0125,8e-06,-0.047102428070502356,-0.04402675450546667,0.09522186400863575,0.706637,0.008922498091123998,5.079813316464424,0.01
143.76996540311242,114.85890671251418,127.385860517858,899.0,5,1,36000,False,40,9,cb94940d68fa41a19e509b39f96f5bc7,2021-02-09_11-19-30,1612840770,38.29432487487793,348.1063368320465,2717702,vll-davidfan,192.168.88.226,348.1063368320465,0,9,cd718_00000,"[119.89247308493576, 127.92440487146897, 119.88634997393508, 131.64243668697642, 121.75477126803523, 134.64680588569286, 121.90659796678581, 119.39820553398951, 118.29633075638307, 135.80753556371965, 130.54812782740075, 133.44888961049782, 133.10432545247764, 138.52105691624445, 124.16606322978862, 124.84655126405794, 137.12441044720725, 122.86361948349635, 133.9110955569861, 120.2927009465307, 123.03070038643057, 126.11582997254784, 126.26276014116169, 125.87895417941557, 131.22202567997468, 137.99253524848962, 114.85890671251418, 117.19056327043239, 136.73929720594663, 122.81810137271961, 131.6913966993388, 121.16678863351136, 124.27710294894915, 118.89410037381244, 131.6921377259566, 127.71355724972133, 127.91771391113575, 143.76996540311242, 130.9124005666511, 125.30683070588887]","[899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899]",0.8183307501147032,0.0805273603677713,0.9147623421206473,0.02719958235465797,7391.488,541.163,31281.965,127.869,1.404,36000,36000,10.403703703703703,74.5,0.0,0.0125,8e-06,0.012363301182631403,-0.00036630930844694376,0.12646241976472083,0.7069677,0.010556131921475753,5.063355013728142,0.01
143.76996540311242,114.85890671251418,127.13052580592763,899.0,4,1,40000,False,44,10,cb94940d68fa41a19e509b39f96f5bc7,2021-02-09_11-20-08,1612840808,38.19591546058655,386.30225229263306,2717702,vll-davidfan,192.168.88.226,386.30225229263306,0,10,cd718_00000,"[122.30672305386135, 120.74354812833421, 120.54349883743849, 134.71494472686126, 134.64680588569286, 121.90659796678581, 119.39820553398951, 118.29633075638307, 135.80753556371965, 130.54812782740075, 133.44888961049782, 133.10432545247764, 138.52105691624445, 124.16606322978862, 124.84655126405794, 137.12441044720725, 122.86361948349635, 133.9110955569861, 120.2927009465307, 123.03070038643057, 126.11582997254784, 126.26276014116169, 125.87895417941557, 131.22202567997468, 137.99253524848962, 114.85890671251418, 117.19056327043239, 136.73929720594663, 122.81810137271961, 131.6913966993388, 121.16678863351136, 124.27710294894915, 118.89410037381244, 131.6921377259566, 127.71355724972133, 127.91771391113575, 143.76996540311242, 130.9124005666511, 125.30683070588887, 119.89247308493576, 127.92440487146897, 119.88634997393508, 131.64243668697642, 121.75477126803523]","[899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899, 899]",0.8173510867263883,0.08058225111053806,0.9146826517190463,0.02720004901156704,7369.674,542.765,31255.572,127.977,1.389,40000,40000,11.296363636363635,74.48181818181818,0.0,0.0125,8e-06,-0.05281023900897708,-0.04540225199161796,0.08562884084676625,0.7400594,0.01443433873646427,5.040284037590027,0.01
